,Year,Month,Day,Hour,Minute,temp_air,dew_point,dhi,dni,ghi,albedo,pressure,wind_direction,wind_speed,relative_humidity
2022-04-06 08:30:00-05:00,2022,4,6,8,30,8.3,7.4,87.0,1.0,88.0,0.13,1004.0,59.0,4.9,94.0590982653718
2022-04-06 09:30:00-05:00,2022,4,6,9,30,8.9,7.7,137.0,1.0,138.0,0.13,1004.0,54.0,5.1000000000000005,92.18520133896867
2022-04-06 10:30:00-05:00,2022,4,6,10,30,9.7,8.200000000000001,242.0,7.0,247.0,0.13,1004.0,55.0,5.4,90.37617695175997
2022-04-06 11:30:00-05:00,2022,4,6,11,30,10.5,8.6,115.0,0.0,115.0,0.13,1005.0,55.0,5.2,88.02354779738431
2022-04-06 12:30:00-05:00,2022,4,6,12,30,11.0,8.9,92.0,0.0,92.0,0.13,1005.0,49.0,4.9,86.88813170840494
2022-04-06 13:30:00-05:00,2022,4,6,13,30,11.0,8.9,163.0,0.0,163.0,0.13,1005.0,41.0,5.2,86.88813170840494
2022-04-06 14:30:00-05:00,2022,4,6,14,30,10.8,8.9,272.0,17.0,283.0,0.13,1006.0,38.0,5.300000000000001,88.05017753713369
2022-04-06 15:30:00-05:00,2022,4,6,15,30,10.5,8.700000000000001,145.0,0.0,145.0,0.13,1006.0,40.0,4.800000000000001,88.62077973369679
2022-04-06 16:30:00-05:00,2022,4,6,16,30,10.0,8.6,52.0,0.0,52.0,0.13,1007.0,44.0,4.1000000000000005,91.01174702401052
2022-04-06 17:30:00-05:00,2022,4,6,17,30,9.4,8.5,45.0,30.0,50.0,0.13,1008.0,48.0,3.2,94.10929697824211
2022-04-06 18:30:00-05:00,2022,4,6,18,30,8.9,8.200000000000001,1.0,0.0,1.0,0.13,1009.0,52.0,2.8000000000000003,95.37328248185783
2022-04-06 19:30:00-05:00,2022,4,6,19,30,8.6,8.0,0.0,0.0,0.0,0.13,1009.0,56.0,2.7,96.01314149606523
2022-04-06 20:30:00-05:00,2022,4,6,20,30,8.1,7.7,0.0,0.0,0.0,0.13,1009.0,57.0,2.7,97.31569290535522
2022-04-06 21:30:00-05:00,2022,4,6,21,30,7.5,7.300000000000001,0.0,0.0,0.0,0.13,1008.0,58.0,2.6,98.64335303940094
2022-04-06 22:30:00-05:00,2022,4,6,22,30,6.9,6.9,0.0,0.0,0.0,0.13,1008.0,60.0,2.5,100.0
2022-04-06 23:30:00-05:00,2022,4,6,23,30,6.7,6.6000000000000005,0.0,0.0,0.0,0.13,1008.0,61.0,2.5,99.31527924983958
2022-04-07 00:30:00-05:00,2022,4,7,0,30,6.6000000000000005,6.4,0.0,0.0,0.0,0.13,1008.0,62.0,2.8000000000000003,98.63361680952191
2022-04-07 01:30:00-05:00,2022,4,7,1,30,6.5,6.2,0.0,0.0,0.0,0.13,1008.0,67.0,3.2,97.95500959546253
2022-04-07 02:30:00-05:00,2022,4,7,2,30,6.4,6.0,0.0,0.0,0.0,0.13,1007.0,76.0,3.7,97.27945447272246
2022-04-07 03:30:00-05:00,2022,4,7,3,30,6.5,6.0,0.0,0.0,0.0,0.13,1007.0,84.0,4.2,96.61229717933779
2022-04-07 04:30:00-05:00,2022,4,7,4,30,6.5,6.0,0.0,0.0,0.0,0.13,1006.0,89.0,4.6000000000000005,96.61229717933779
2022-04-07 05:30:00-05:00,2022,4,7,5,30,6.6000000000000005,6.1000000000000005,1.0,0.0,1.0,0.13,1005.0,92.0,4.9,96.61496692773196
2022-04-07 06:30:00-05:00,2022,4,7,6,30,7.0,6.300000000000001,31.0,0.0,31.0,0.13,1006.0,93.0,4.5,95.30428692276585
2022-04-07 07:30:00-05:00,2022,4,7,7,30,7.5,6.7,60.0,1.0,60.0,0.13,1007.0,95.0,3.8,94.67041840957172
2022-04-07 08:30:00-05:00,2022,4,7,8,30,8.1,7.2,64.0,0.0,64.0,0.13,1007.0,97.0,4.1000000000000005,94.04990306382186
2022-04-07 09:30:00-05:00,2022,4,7,9,30,8.5,7.5,120.0,1.0,121.0,0.13,1006.0,99.0,5.0,93.42877001292821
2022-04-07 10:30:00-05:00,2022,4,7,10,30,8.8,7.800000000000001,38.0,0.0,38.0,0.13,1005.0,102.0,5.6000000000000005,93.44392203838896
2022-04-07 11:30:00-05:00,2022,4,7,11,30,9.0,8.1,57.0,0.0,57.0,0.13,1004.0,103.0,6.1000000000000005,94.09111597507287
2022-04-07 12:30:00-05:00,2022,4,7,12,30,9.2,8.3,67.0,0.0,67.0,0.13,1003.0,101.0,6.6000000000000005,94.10021686866195
2022-04-07 13:30:00-05:00,2022,4,7,13,30,9.3,8.5,95.0,0.0,95.0,0.13,1001.0,101.0,6.800000000000001,94.74427131741722
2022-04-07 14:30:00-05:00,2022,4,7,14,30,9.4,8.6,54.0,0.0,54.0,0.13,1000.0,103.0,6.6000000000000005,94.74832959201
2022-04-07 15:30:00-05:00,2022,4,7,15,30,9.4,8.700000000000001,37.0,0.0,37.0,0.13,999.0,106.0,6.5,95.39118857418671
2022-04-07 16:30:00-05:00,2022,4,7,16,30,9.3,8.700000000000001,13.0,0.0,13.0,0.13,999.0,109.0,6.7,96.03481209357213
2022-04-07 17:30:00-05:00,2022,4,7,17,30,9.2,8.700000000000001,7.0,0.0,7.0,0.13,998.0,114.0,7.0,96.68329377049561
2022-04-07 18:30:00-05:00,2022,4,7,18,30,9.2,8.8,0.0,0.0,0.0,0.13,997.0,122.0,7.0,97.33875859464963
2022-04-07 19:30:00-05:00,2022,4,7,19,30,9.4,9.0,0.0,0.0,0.0,0.13,995.0,126.0,6.7,97.3429205497449
2022-04-07 20:30:00-05:00,2022,4,7,20,30,9.9,9.4,0.0,0.0,0.0,0.13,995.0,137.0,6.300000000000001,96.7013381150279
2022-04-07 21:30:00-05:00,2022,4,7,21,30,10.2,10.0,0.0,0.0,0.0,0.13,995.0,154.0,5.2,98.6719467866395
2022-04-07 22:30:00-05:00,2022,4,7,22,30,10.1,10.1,0.0,0.0,0.0,0.13,994.0,184.0,3.9,100.0
2022-04-07 23:30:00-05:00,2022,4,7,23,30,9.6,9.6,0.0,0.0,0.0,0.13,994.0,230.0,2.9000000000000004,100.0
2022-04-08 00:30:00-05:00,2022,4,8,0,30,8.700000000000001,8.700000000000001,0.0,0.0,0.0,0.13,995.0,259.0,2.5,100.0
2022-04-08 01:30:00-05:00,2022,4,8,1,30,7.9,7.9,0.0,0.0,0.0,0.13,995.0,267.0,3.2,100.0
2022-04-08 02:30:00-05:00,2022,4,8,2,30,7.1000000000000005,7.1000000000000005,0.0,0.0,0.0,0.13,997.0,273.0,4.0,100.00000000000001
2022-04-08 03:30:00-05:00,2022,4,8,3,30,6.4,6.4,0.0,0.0,0.0,0.13,998.0,277.0,4.2,100.0
2022-04-08 04:30:00-05:00,2022,4,8,4,30,5.9,5.6000000000000005,0.0,0.0,0.0,0.13,999.0,278.0,4.2,97.94523616415835
2022-04-08 05:30:00-05:00,2022,4,8,5,30,5.9,5.1000000000000005,2.0,0.0,2.0,0.13,1000.0,280.0,4.3,94.60346960161753
2022-04-08 06:30:00-05:00,2022,4,8,6,30,6.9,5.2,57.0,177.0,91.0,0.13,1001.0,281.0,4.3,88.92582293607882
2022-04-08 07:30:00-05:00,2022,4,8,7,30,8.700000000000001,5.800000000000001,123.0,467.0,300.0,0.13,1001.0,281.0,3.7,82.01201297164245
2022-04-08 08:30:00-05:00,2022,4,8,8,30,10.6,6.4,118.0,763.0,536.0,0.13,1002.0,279.0,3.1,75.24938130450299
2022-04-08 09:30:00-05:00,2022,4,8,9,30,12.1,6.5,113.0,874.0,712.0,0.13,1002.0,271.0,2.7,68.60739288685077
2022-04-08 10:30:00-05:00,2022,4,8,10,30,13.1,6.6000000000000005,117.0,913.0,831.0,0.13,1001.0,260.0,2.6,64.69797137423296
2022-04-08 11:30:00-05:00,2022,4,8,11,30,13.8,6.5,291.0,537.0,737.0,0.13,1001.0,249.0,2.8000000000000003,61.391695656758245
2022-04-08 12:30:00-05:00,2022,4,8,12,30,14.2,6.1000000000000005,120.0,926.0,888.0,0.13,1001.0,242.0,3.0,58.193900511590456
2022-04-08 13:30:00-05:00,2022,4,8,13,30,14.3,5.6000000000000005,114.0,913.0,823.0,0.13,1001.0,236.0,3.0,55.85363908513512
2022-04-08 14:30:00-05:00,2022,4,8,14,30,14.2,5.300000000000001,105.0,882.0,702.0,0.13,1001.0,232.0,3.0,55.05835862618922
2022-04-08 15:30:00-05:00,2022,4,8,15,30,13.7,5.300000000000001,92.0,823.0,534.0,0.13,1002.0,228.0,2.9000000000000004,56.87316038239244
2022-04-08 16:30:00-05:00,2022,4,8,16,30,12.7,5.6000000000000005,117.0,535.0,313.0,0.13,1002.0,224.0,2.6,61.98395003082894
2022-04-08 17:30:00-05:00,2022,4,8,17,30,10.7,7.2,50.0,483.0,135.0,0.13,1002.0,219.0,2.4000000000000004,78.96874150374374
2022-04-08 18:30:00-05:00,2022,4,8,18,30,9.1,6.4,2.0,0.0,2.0,0.13,1003.0,214.0,2.5,83.2025670496034
2022-04-08 19:30:00-05:00,2022,4,8,19,30,8.5,6.0,0.0,0.0,0.0,0.13,1003.0,206.0,2.7,84.2863177642848
2022-04-08 20:30:00-05:00,2022,4,8,20,30,8.0,5.9,0.0,0.0,0.0,0.13,1003.0,197.0,3.0,86.5937674594532
2022-04-08 21:30:00-05:00,2022,4,8,21,30,7.7,6.1000000000000005,0.0,0.0,0.0,0.13,1002.0,191.0,3.3000000000000003,89.6090893430663
2022-04-08 22:30:00-05:00,2022,4,8,22,30,7.6,6.5,0.0,0.0,0.0,0.13,1002.0,191.0,3.3000000000000003,92.74307780262902
2022-04-08 23:30:00-05:00,2022,4,8,23,30,7.4,6.9,0.0,0.0,0.0,0.13,1002.0,199.0,2.9000000000000004,96.63621242879402
2022-04-09 00:30:00-05:00,2022,4,9,0,30,7.1000000000000005,7.1000000000000005,0.0,0.0,0.0,0.13,1001.0,217.0,2.4000000000000004,100.00000000000001
2022-04-09 01:30:00-05:00,2022,4,9,1,30,6.7,6.7,0.0,0.0,0.0,0.13,1001.0,238.0,2.0,100.0
2022-04-09 02:30:00-05:00,2022,4,9,2,30,6.300000000000001,6.300000000000001,0.0,0.0,0.0,0.13,1001.0,252.0,1.7000000000000002,100.0
2022-04-09 03:30:00-05:00,2022,4,9,3,30,6.300000000000001,6.300000000000001,0.0,0.0,0.0,0.13,1001.0,256.0,1.2000000000000002,100.0
2022-04-09 04:30:00-05:00,2022,4,9,4,30,6.6000000000000005,6.2,0.0,0.0,0.0,0.13,1001.0,224.0,0.7000000000000001,97.28375560129751
2022-04-09 05:30:00-05:00,2022,4,9,5,30,7.1000000000000005,6.1000000000000005,6.0,0.0,6.0,0.13,1001.0,178.0,0.7000000000000001,93.35736987406807
2022-04-09 06:30:00-05:00,2022,4,9,6,30,8.0,6.800000000000001,99.0,43.0,107.0,0.13,1001.0,166.0,1.4,92.13120649002455
2022-04-09 07:30:00-05:00,2022,4,9,7,30,8.9,7.5,189.0,72.0,217.0,0.13,1001.0,177.0,2.0,90.93655513250711
2022-04-09 08:30:00-05:00,2022,4,9,8,30,9.5,7.5,232.0,258.0,374.0,0.13,1000.0,195.0,2.7,87.33635097210484
2022-04-09 09:30:00-05:00,2022,4,9,9,30,9.7,7.4,231.0,71.0,280.0,0.13,1000.0,214.0,3.5,85.58562600636948
2022-04-09 10:30:00-05:00,2022,4,9,10,30,10.0,6.9,255.0,640.0,758.0,0.13,1000.0,230.0,4.0,81.06139002549811
2022-04-09 11:30:00-05:00,2022,4,9,11,30,10.5,6.2,366.0,67.0,422.0,0.13,1000.0,243.0,4.1000000000000005,74.71557789948757
2022-04-09 12:30:00-05:00,2022,4,9,12,30,10.9,5.7,415.0,108.0,505.0,0.13,1000.0,253.0,3.9,70.28290779786755
2022-04-09 13:30:00-05:00,2022,4,9,13,30,11.1,5.300000000000001,260.0,615.0,739.0,0.13,1000.0,260.0,3.5,67.45871145599116
2022-04-09 14:30:00-05:00,2022,4,9,14,30,11.0,5.2,308.0,387.0,571.0,0.13,1000.0,266.0,3.3000000000000003,67.43755983799115
2022-04-09 15:30:00-05:00,2022,4,9,15,30,10.7,5.2,274.0,213.0,389.0,0.13,1000.0,270.0,2.9000000000000004,68.79548293325743
2022-04-09 16:30:00-05:00,2022,4,9,16,30,10.1,5.5,103.0,441.0,266.0,0.13,1001.0,270.0,2.3000000000000003,73.11111162463541
2022-04-09 17:30:00-05:00,2022,4,9,17,30,8.8,6.4,74.0,120.0,96.0,0.13,1001.0,272.0,1.9,84.9035516462104
2022-04-09 18:30:00-05:00,2022,4,9,18,30,7.7,6.1000000000000005,2.0,0.0,2.0,0.13,1002.0,277.0,1.9,89.6090893430663
2022-04-09 19:30:00-05:00,2022,4,9,19,30,7.2,5.800000000000001,0.0,0.0,0.0,0.13,1002.0,285.0,2.0,90.81851323924269
2022-04-09 20:30:00-05:00,2022,4,9,20,30,7.0,5.6000000000000005,0.0,0.0,0.0,0.13,1002.0,294.0,2.2,90.80447720493049
2022-04-09 21:30:00-05:00,2022,4,9,21,30,6.800000000000001,5.5,0.0,0.0,0.0,0.13,1002.0,302.0,2.4000000000000004,91.42243753902946
2022-04-09 22:30:00-05:00,2022,4,9,22,30,6.5,5.5,0.0,0.0,0.0,0.13,1002.0,307.0,2.4000000000000004,93.32641752485817
2022-04-09 23:30:00-05:00,2022,4,9,23,30,6.300000000000001,5.5,0.0,0.0,0.0,0.13,1002.0,309.0,2.5,94.62032342819704
2022-04-10 00:30:00-05:00,2022,4,10,0,30,6.2,5.5,0.0,0.0,0.0,0.13,1002.0,310.0,2.6,95.27477758440364
2022-04-10 01:30:00-05:00,2022,4,10,1,30,6.0,5.4,0.0,0.0,0.0,0.13,1002.0,311.0,2.8000000000000003,95.93108692659357
2022-04-10 02:30:00-05:00,2022,4,10,2,30,5.800000000000001,5.4,0.0,0.0,0.0,0.13,1003.0,312.0,3.1,97.26648990408356
2022-04-10 03:30:00-05:00,2022,4,10,3,30,5.6000000000000005,5.2,0.0,0.0,0.0,0.13,1003.0,314.0,3.4000000000000004,97.26214787992241
2022-04-10 04:30:00-05:00,2022,4,10,4,30,5.1000000000000005,4.6000000000000005,0.0,0.0,0.0,0.13,1004.0,316.0,3.9,96.57458867029787
2022-04-10 05:30:00-05:00,2022,4,10,5,30,4.9,3.7,5.0,0.0,5.0,0.13,1005.0,314.0,4.3,91.9409435753429
2022-04-10 06:30:00-05:00,2022,4,10,6,30,5.2,3.0,60.0,483.0,156.0,0.13,1006.0,312.0,4.7,85.70190932475217
2022-04-10 07:30:00-05:00,2022,4,10,7,30,6.0,2.0,80.0,729.0,363.0,0.13,1006.0,309.0,5.0,75.5197090492369
2022-04-10 08:30:00-05:00,2022,4,10,8,30,7.0,0.9,158.0,653.0,521.0,0.13,1006.0,304.0,5.1000000000000005,65.15541195807869
2022-04-10 09:30:00-05:00,2022,4,10,9,30,7.800000000000001,0.5,232.0,588.0,640.0,0.13,1005.0,298.0,5.0,59.93716021072324
2022-04-10 10:30:00-05:00,2022,4,10,10,30,8.200000000000001,0.5,335.0,123.0,432.0,0.13,1005.0,295.0,5.1000000000000005,58.3295269556847
2022-04-10 11:30:00-05:00,2022,4,10,11,30,8.4,0.7000000000000001,265.0,31.0,291.0,0.13,1005.0,295.0,5.300000000000001,58.38033968733189
2022-04-10 12:30:00-05:00,2022,4,10,12,30,8.6,0.8,267.0,61.0,318.0,0.13,1005.0,297.0,5.5,58.01179755072959
2022-04-10 13:30:00-05:00,2022,4,10,13,30,8.9,0.8,151.0,4.0,154.0,0.13,1005.0,299.0,5.5,56.84774243755401
2022-04-10 14:30:00-05:00,2022,4,10,14,30,9.0,1.0,85.0,0.0,85.0,0.13,1005.0,301.0,5.300000000000001,57.28435594611178
2022-04-10 15:30:00-05:00,2022,4,10,15,30,8.8,1.2000000000000002,182.0,333.0,363.0,0.13,1006.0,303.0,5.1000000000000005,58.903359183928465
2022-04-10 16:30:00-05:00,2022,4,10,16,30,8.200000000000001,1.4,68.0,8.0,71.0,0.13,1007.0,306.0,4.9,62.23194338599868
2022-04-10 17:30:00-05:00,2022,4,10,17,30,7.300000000000001,1.6,42.0,1.0,42.0,0.13,1008.0,310.0,4.800000000000001,67.12057162679811
2022-04-10 18:30:00-05:00,2022,4,10,18,30,6.300000000000001,1.9,3.0,0.0,3.0,0.13,1009.0,312.0,4.7,73.44682547500219
2022-04-10 19:30:00-05:00,2022,4,10,19,30,5.5,2.0,0.0,0.0,0.0,0.13,1010.0,315.0,4.800000000000001,78.17864187938663
2022-04-10 20:30:00-05:00,2022,4,10,20,30,4.9,1.9,0.0,0.0,0.0,0.13,1011.0,315.0,4.800000000000001,80.9285917978312
2022-04-10 21:30:00-05:00,2022,4,10,21,30,4.3,1.7000000000000002,0.0,0.0,0.0,0.13,1012.0,314.0,4.7,83.19488113194329
2022-04-10 22:30:00-05:00,2022,4,10,22,30,3.8,1.5,0.0,0.0,0.0,0.13,1012.0,313.0,4.6000000000000005,84.94056080468312
2022-04-10 23:30:00-05:00,2022,4,10,23,30,3.3000000000000003,1.3,0.0,0.0,0.0,0.13,1013.0,313.0,4.4,86.73318841458669
2022-04-11 00:30:00-05:00,2022,4,11,0,30,2.8000000000000003,1.0,0.0,0.0,0.0,0.13,1013.0,312.0,4.2,87.9397247704159
2022-04-11 01:30:00-05:00,2022,4,11,1,30,2.3000000000000003,0.8,0.0,0.0,0.0,0.13,1014.0,311.0,4.0,89.8161770206618
2022-04-11 02:30:00-05:00,2022,4,11,2,30,2.2,0.6000000000000001,0.0,0.0,0.0,0.13,1014.0,311.0,3.9,89.16280483488964
2022-04-11 03:30:00-05:00,2022,4,11,3,30,1.9,0.5,0.0,0.0,0.0,0.13,1015.0,316.0,3.9,90.43560511147606
2022-04-11 04:30:00-05:00,2022,4,11,4,30,1.5,0.3,0.0,0.0,0.0,0.13,1016.0,322.0,3.6,91.72435105065941
2022-04-11 05:30:00-05:00,2022,4,11,5,30,2.0,0.1,7.0,0.0,7.0,0.13,1017.0,323.0,3.2,87.23145875891232
2022-04-11 06:30:00-05:00,2022,4,11,6,30,4.0,0.4,75.0,399.0,156.0,0.13,1017.0,327.0,2.9000000000000004,77.38176882571845
2022-04-11 07:30:00-05:00,2022,4,11,7,30,6.2,0.0,133.0,555.0,351.0,0.13,1017.0,326.0,2.4000000000000004,64.50465231834814
2022-04-11 08:30:00-05:00,2022,4,11,8,30,8.0,-0.9,88.0,884.0,584.0,0.13,1018.0,312.0,1.9,53.40995135315132
2022-04-11 09:30:00-05:00,2022,4,11,9,30,9.5,-0.9,102.0,930.0,750.0,0.13,1017.0,289.0,1.3,48.262110130828916
2022-04-11 10:30:00-05:00,2022,4,11,10,30,10.8,-0.4,112.0,953.0,868.0,0.13,1017.0,249.0,1.0,45.88934614385398
2022-04-11 11:30:00-05:00,2022,4,11,11,30,11.7,0.5,288.0,590.0,784.0,0.13,1017.0,215.0,1.6,46.1479879482537
2022-04-11 12:30:00-05:00,2022,4,11,12,30,12.2,1.7000000000000002,243.0,679.0,813.0,0.13,1016.0,206.0,2.2,48.67441917686879
2022-04-11 13:30:00-05:00,2022,4,11,13,30,12.5,2.6,182.0,774.0,790.0,0.13,1016.0,200.0,2.6,50.88554063426602
2022-04-11 14:30:00-05:00,2022,4,11,14,30,12.4,3.5,163.0,734.0,666.0,0.13,1015.0,198.0,3.1,54.5872647334949
2022-04-11 15:30:00-05:00,2022,4,11,15,30,12.1,4.6000000000000005,197.0,500.0,470.0,0.13,1015.0,196.0,3.5,60.14126006862679
2022-04-11 16:30:00-05:00,2022,4,11,16,30,11.3,5.800000000000001,167.0,290.0,276.0,0.13,1014.0,194.0,3.8,68.91819221785313
2022-04-11 17:30:00-05:00,2022,4,11,17,30,10.1,6.7,78.0,25.0,83.0,0.13,1015.0,198.0,3.8,79.4235047711134
2022-04-11 18:30:00-05:00,2022,4,11,18,30,9.2,6.6000000000000005,3.0,0.0,3.0,0.13,1015.0,205.0,3.8,83.7889411829924
2022-04-11 19:30:00-05:00,2022,4,11,19,30,8.9,6.6000000000000005,0.0,0.0,0.0,0.13,1015.0,207.0,3.9,85.50054101939668
2022-04-11 20:30:00-05:00,2022,4,11,20,30,8.3,6.5,0.0,0.0,0.0,0.13,1014.0,208.0,4.1000000000000005,88.43206258424233
2022-04-11 21:30:00-05:00,2022,4,11,21,30,7.7,6.300000000000001,0.0,0.0,0.0,0.13,1014.0,210.0,3.9,90.85346551117917
2022-04-11 22:30:00-05:00,2022,4,11,22,30,7.300000000000001,6.1000000000000005,0.0,0.0,0.0,0.13,1014.0,207.0,3.5,92.08882846217627
2022-04-11 23:30:00-05:00,2022,4,11,23,30,7.300000000000001,6.0,0.0,0.0,0.0,0.13,1013.0,204.0,3.3000000000000003,91.45524626935735
2022-04-12 00:30:00-05:00,2022,4,12,0,30,7.4,6.0,0.0,0.0,0.0,0.13,1013.0,205.0,3.2,90.8325177269532
2022-04-12 01:30:00-05:00,2022,4,12,1,30,7.4,6.1000000000000005,0.0,0.0,0.0,0.13,1013.0,209.0,2.7,91.46178579093292
2022-04-12 02:30:00-05:00,2022,4,12,2,30,7.5,6.2,0.0,0.0,0.0,0.13,1013.0,213.0,2.3000000000000003,91.46831792989626
2022-04-12 03:30:00-05:00,2022,4,12,3,30,7.4,6.300000000000001,0.0,0.0,0.0,0.13,1012.0,219.0,1.9,92.73188983244985
2022-04-12 04:30:00-05:00,2022,4,12,4,30,7.1000000000000005,6.2,0.0,0.0,0.0,0.13,1012.0,226.0,1.7000000000000002,94.00360879078116
2022-04-12 05:30:00-05:00,2022,4,12,5,30,7.6,6.0,3.0,0.0,3.0,0.13,1011.0,239.0,1.9,89.6012179399404
2022-04-12 06:30:00-05:00,2022,4,12,6,30,8.9,6.7,49.0,6.0,50.0,0.13,1012.0,255.0,2.2,86.09001723119535
2022-04-12 07:30:00-05:00,2022,4,12,7,30,10.0,7.4,118.0,8.0,121.0,0.13,1012.0,271.0,2.4000000000000004,83.88303720536217
2022-04-12 08:30:00-05:00,2022,4,12,8,30,10.9,8.3,83.0,0.0,83.0,0.13,1013.0,287.0,2.7,83.98795293292125
2022-04-12 09:30:00-05:00,2022,4,12,9,30,11.8,9.1,237.0,25.0,255.0,0.13,1013.0,305.0,2.8000000000000003,83.52740899747158
2022-04-12 10:30:00-05:00,2022,4,12,10,30,13.6,9.5,126.0,868.0,818.0,0.13,1013.0,318.0,2.6,76.26322353327993
2022-04-12 11:30:00-05:00,2022,4,12,11,30,15.5,9.8,122.0,908.0,889.0,0.13,1013.0,318.0,2.5,68.83105642488837
2022-04-12 12:30:00-05:00,2022,4,12,12,30,16.8,9.9,118.0,920.0,893.0,0.13,1013.0,313.0,2.4000000000000004,63.78131525188849
2022-04-12 13:30:00-05:00,2022,4,12,13,30,17.8,10.2,109.0,917.0,833.0,0.13,1013.0,305.0,2.0,61.08834373106066
2022-04-12 14:30:00-05:00,2022,4,12,14,30,18.3,10.3,99.0,893.0,714.0,0.13,1013.0,297.0,1.8,59.5954119248632
2022-04-12 15:30:00-05:00,2022,4,12,15,30,18.4,10.5,88.0,836.0,547.0,0.13,1013.0,290.0,1.6,60.01815029634653
2022-04-12 16:30:00-05:00,2022,4,12,16,30,17.8,10.8,73.0,732.0,350.0,0.13,1013.0,275.0,1.2000000000000002,63.58026921674063
2022-04-12 17:30:00-05:00,2022,4,12,17,30,15.9,12.1,52.0,508.0,148.0,0.13,1014.0,267.0,1.2000000000000002,78.16218992503393
2022-04-12 18:30:00-05:00,2022,4,12,18,30,14.4,9.7,6.0,39.0,6.0,0.13,1015.0,276.0,1.3,73.38691584577853
2022-04-12 19:30:00-05:00,2022,4,12,19,30,13.9,8.8,0.0,0.0,0.0,0.13,1015.0,285.0,1.2000000000000002,71.34705343646368
2022-04-12 20:30:00-05:00,2022,4,12,20,30,13.5,8.1,0.0,0.0,0.0,0.13,1015.0,287.0,0.9,69.83540224430509
2022-04-12 21:30:00-05:00,2022,4,12,21,30,13.0,7.4,0.0,0.0,0.0,0.13,1015.0,284.0,0.7000000000000001,68.79106730803706
2022-04-12 22:30:00-05:00,2022,4,12,22,30,12.4,6.9,0.0,0.0,0.0,0.13,1015.0,275.0,0.4,69.14145217988707
2022-04-12 23:30:00-05:00,2022,4,12,23,30,11.5,6.800000000000001,0.0,0.0,0.0,0.13,1015.0,178.0,0.4,72.86349897590509
2022-04-13 00:30:00-05:00,2022,4,13,0,30,10.7,7.0,0.0,0.0,0.0,0.13,1015.0,87.0,0.6000000000000001,77.89486074801529
2022-04-13 01:30:00-05:00,2022,4,13,1,30,9.8,7.1000000000000005,0.0,0.0,0.0,0.13,1015.0,94.0,0.9,83.28766841585231
2022-04-13 02:30:00-05:00,2022,4,13,2,30,9.0,7.0,0.0,0.0,0.0,0.13,1015.0,109.0,1.0,87.28920944136608
2022-04-13 03:30:00-05:00,2022,4,13,3,30,8.5,6.9,0.0,0.0,0.0,0.13,1015.0,115.0,1.0,89.67174655220771
2022-04-13 04:30:00-05:00,2022,4,13,4,30,8.5,7.1000000000000005,0.0,0.0,0.0,0.13,1015.0,118.0,1.0,90.90898263662991
2022-04-13 05:30:00-05:00,2022,4,13,5,30,9.2,7.6,3.0,0.0,3.0,0.13,1015.0,125.0,1.1,89.72611718827814
2022-04-13 06:30:00-05:00,2022,4,13,6,30,10.3,8.3,77.0,239.0,128.0,0.13,1015.0,127.0,1.4,87.41124764980187
2022-04-13 07:30:00-05:00,2022,4,13,7,30,11.5,8.700000000000001,123.0,537.0,339.0,0.13,1015.0,123.0,1.6,82.92954496798887
2022-04-13 08:30:00-05:00,2022,4,13,8,30,13.1,9.4,138.0,682.0,526.0,0.13,1015.0,126.0,2.1,78.26131452087623
2022-04-13 09:30:00-05:00,2022,4,13,9,30,14.8,10.3,118.0,823.0,699.0,0.13,1014.0,139.0,2.6,74.44590968189065
2022-04-13 10:30:00-05:00,2022,4,13,10,30,15.9,10.9,123.0,861.0,812.0,0.13,1013.0,153.0,3.0,72.20061290701669
2022-04-13 11:30:00-05:00,2022,4,13,11,30,16.6,11.4,127.0,874.0,869.0,0.13,1012.0,162.0,3.1,71.37850958911069
2022-04-13 12:30:00-05:00,2022,4,13,12,30,17.2,11.8,315.0,453.0,698.0,0.13,1012.0,168.0,2.8000000000000003,70.55441283432896
2022-04-13 13:30:00-05:00,2022,4,13,13,30,17.7,12.3,294.0,414.0,622.0,0.13,1011.0,174.0,2.5,70.64976180775162
2022-04-13 14:30:00-05:00,2022,4,13,14,30,18.0,13.0,261.0,435.0,562.0,0.13,1010.0,180.0,2.3000000000000003,72.58214163091449
2022-04-13 15:30:00-05:00,2022,4,13,15,30,17.6,13.5,222.0,255.0,363.0,0.13,1009.0,180.0,2.0,76.90030155886183
2022-04-13 16:30:00-05:00,2022,4,13,16,30,16.2,14.4,181.0,150.0,238.0,0.13,1009.0,173.0,2.0,89.08922869187182
2022-04-13 17:30:00-05:00,2022,4,13,17,30,14.6,13.9,51.0,98.0,70.0,0.13,1008.0,172.0,2.2,95.5714542483362
2022-04-13 18:30:00-05:00,2022,4,13,18,30,13.5,13.0,3.0,0.0,3.0,0.13,1008.0,181.0,2.6,96.79186492078546
2022-04-13 19:30:00-05:00,2022,4,13,19,30,12.8,12.4,0.0,0.0,0.0,0.13,1008.0,189.0,2.9000000000000004,97.41221218415632
2022-04-13 20:30:00-05:00,2022,4,13,20,30,12.4,12.0,0.0,0.0,0.0,0.13,1008.0,192.0,3.0,97.40420118369903
2022-04-13 21:30:00-05:00,2022,4,13,21,30,12.2,11.6,0.0,0.0,0.0,0.13,1008.0,197.0,3.4000000000000004,96.12274688069112
